Average Queue length,Phase,Step,Action,Reward,Total Queue Length
0.575,0.0,0.643,0,-0.575,23
0.55,0.33333334,0.644,1,-0.55,22
0.575,0.33333334,0.645,1,-0.07499999999999996,23
0.65,0.0,0.646,0,-0.65,26
0.7,0.6666667,0.647,2,-0.7,28
0.625,0.0,0.648,0,-0.625,25
0.625,0.0,0.649,0,-0.625,25
0.6,1.0,0.65,3,0.4,24
0.575,0.0,0.651,0,-0.575,23
0.6,0.0,0.652,0,-0.6,24
0.7,0.0,0.653,0,-0.19999999999999996,28
0.75,0.0,0.654,0,-0.75,30
0.8,0.6666667,0.655,2,0.19999999999999996,32
0.775,0.6666667,0.656,2,-0.775,31
0.775,0.0,0.657,0,-0.775,31
0.75,0.33333334,0.658,1,-0.25,30
0.675,0.0,0.659,0,-0.17500000000000004,27
0.575,0.0,0.66,0,-0.07499999999999996,23
0.55,0.0,0.661,0,-0.55,22
0.6,0.0,0.662,0,0.4,24
0.625,0.33333334,0.663,1,-0.625,25
0.65,0.0,0.664,0,-0.15000000000000002,26
0.625,0.6666667,0.665,2,-0.625,25
0.6,0.0,0.666,0,-0.6,24
0.6,1.0,0.667,3,-0.09999999999999998,24
0.65,0.0,0.668,0,-0.65,26
0.625,0.0,0.669,0,-0.125,25
0.625,0.0,0.67,0,-0.625,25
0.675,0.0,0.671,0,-0.675,27
0.65,0.6666667,0.672,2,0.35,26
0.575,0.0,0.673,0,-0.575,23
0.6,0.6666667,0.674,2,-0.09999999999999998,24
0.575,0.0,0.675,0,-0.07499999999999996,23
0.625,0.6666667,0.676,2,-0.625,25
0.575,0.33333334,0.677,1,-0.575,23
0.575,0.0,0.678,0,-0.575,23
0.55,0.0,0.679,0,-0.050000000000000044,22
0.55,0.0,0.68,0,-0.55,22
0.575,0.0,0.681,0,-0.575,23
0.625,0.0,0.682,0,-0.125,25
0.7,0.0,0.683,0,-0.19999999999999996,28
0.725,0.6666667,0.684,2,-0.725,29
0.7,0.0,0.685,0,-0.7,28
0.7,0.0,0.686,0,-0.7,28
0.725,0.0,0.687,0,-0.725,29
0.775,0.0,0.688,0,-0.775,31
0.775,0.6666667,0.689,2,-0.275,31
0.775,0.0,0.69,0,-0.775,31
0.775,0.0,0.691,0,-0.275,31
0.825,0.0,0.692,0,-0.825,33
0.8,0.0,0.693,0,-0.8,32
0.8,0.0,0.694,0,-0.30000000000000004,32
0.8,0.0,0.695,0,-0.30000000000000004,32
0.85,0.6666667,0.696,2,-0.85,34
0.775,0.33333334,0.697,1,-0.775,31
0.725,0.0,0.698,0,-0.725,29
0.725,0.33333334,0.699,1,-0.22499999999999998,29
0.75,0.0,0.7,0,-0.75,30
0.7,0.0,0.701,0,-0.19999999999999996,28
0.7,0.33333334,0.702,1,-0.7,28
0.7,0.0,0.703,0,-0.7,28
0.675,0.0,0.704,0,-0.17500000000000004,27
0.65,0.0,0.705,0,-0.65,26
0.625,0.33333334,0.706,1,-0.625,25
0.575,0.6666667,0.707,2,-0.575,23
0.525,0.33333334,0.708,1,-0.025000000000000022,21
0.575,0.0,0.709,0,-0.07499999999999996,23
0.525,0.0,0.71,0,-0.525,21
0.5,0.33333334,0.711,1,-0.5,20
0.5,0.33333334,0.712,1,0.0,20
0.45,0.0,0.713,0,0.04999999999999999,18
0.45,0.6666667,0.714,2,-0.45,18
0.425,0.0,0.715,0,0.575,17
0.45,0.0,0.716,0,-0.45,18
0.475,0.0,0.717,0,-0.475,19
0.475,0.6666667,0.718,2,-0.475,19
0.5,0.6666667,0.719,2,-0.5,20
0.5,0.6666667,0.72,2,0.0,20
0.525,0.0,0.721,0,-0.025000000000000022,21
0.625,0.6666667,0.722,2,-0.625,25
0.55,0.0,0.723,0,0.44999999999999996,22
0.6,0.0,0.724,0,-0.6,24
0.65,0.33333334,0.725,1,-0.65,26
0.6,0.0,0.726,0,-0.6,24
0.575,0.0,0.727,0,-0.07499999999999996,23
0.55,0.33333334,0.728,1,-0.55,22
0.575,0.0,0.729,0,-0.575,23
0.525,1.0,0.73,3,-0.525,21
0.475,0.0,0.731,0,-0.475,19
0.425,0.0,0.732,0,0.07500000000000001,17
0.375,0.0,0.733,0,0.125,15
0.375,0.33333334,0.734,1,-0.375,15
0.35,0.0,0.735,0,0.15000000000000002,14
0.275,0.0,0.736,0,-0.275,11
0.25,0.0,0.737,0,-0.25,10
0.3,0.0,0.738,0,-0.3,12
0.25,0.0,0.739,0,0.25,10
0.325,0.0,0.74,0,0.175,13
0.4,0.0,0.741,0,-0.4,16
0.475,0.0,0.742,0,-0.475,19
0.5,0.0,0.743,0,0.0,20
0.525,0.0,0.744,0,-0.525,21
0.55,0.0,0.745,0,-0.050000000000000044,22
0.6,0.6666667,0.746,2,-0.09999999999999998,24
0.6,0.0,0.747,0,-0.6,24
0.6,0.6666667,0.748,2,-0.6,24
0.625,0.33333334,0.749,1,-0.625,25
0.575,0.6666667,0.75,2,-0.575,23
0.525,1.0,0.751,3,-0.025000000000000022,21
0.5,1.0,0.752,3,-0.5,20
0.35,0.0,0.753,0,-0.35,14
0.275,0.0,0.754,0,-0.275,11
0.3,1.0,0.755,3,-0.3,12
0.275,0.33333334,0.756,1,-0.275,11
0.175,0.33333334,0.757,1,-0.175,7
0.15,0.33333334,0.758,1,-0.15,6
0.075,0.0,0.759,0,-0.075,3
0.075,0.33333334,0.76,1,-0.075,3
0.075,0.0,0.761,0,0.925,3
0.1,0.0,0.762,0,-0.1,4
0.125,0.6666667,0.763,2,-0.125,5
0.15,0.0,0.764,0,-0.15,6
0.25,0.0,0.765,0,0.25,10
0.35,0.0,0.766,0,0.15000000000000002,14
0.425,0.0,0.767,0,-0.425,17
0.4,0.6666667,0.768,2,-0.4,16
0.475,0.0,0.769,0,0.025000000000000022,19
0.5,0.0,0.77,0,0.0,20
0.575,0.0,0.771,0,-0.575,23
0.575,0.0,0.772,0,-0.07499999999999996,23
0.575,0.0,0.773,0,-0.07499999999999996,23
0.575,0.33333334,0.774,1,-0.575,23
0.525,0.33333334,0.775,1,-0.525,21
0.475,0.0,0.776,0,-0.475,19
0.425,0.6666667,0.777,2,-0.425,17
0.4,0.6666667,0.778,2,-0.4,16
0.4,0.0,0.779,0,-0.4,16
0.45,0.6666667,0.78,2,-0.45,18
0.45,0.6666667,0.781,2,-0.45,18
0.525,0.0,0.782,0,-0.525,21
0.5,0.0,0.783,0,-0.5,20
0.525,0.0,0.784,0,-0.525,21
0.525,0.33333334,0.785,1,-0.525,21
0.525,1.0,0.786,3,-0.025000000000000022,21
0.4,0.6666667,0.787,2,0.09999999999999998,16
0.375,1.0,0.788,3,-0.375,15
0.3,0.0,0.789,0,-0.3,12
0.3,0.6666667,0.79,2,-0.3,12
0.275,0.6666667,0.791,2,0.22499999999999998,11
0.225,0.0,0.792,0,0.275,9
0.225,0.0,0.793,0,-0.225,9
0.275,0.33333334,0.794,1,-0.275,11
0.275,0.6666667,0.795,2,-0.275,11
0.25,0.33333334,0.796,1,-0.25,10
0.225,0.0,0.797,0,0.275,9
0.275,0.0,0.798,0,-0.275,11
0.325,0.33333334,0.799,1,0.175,13
0.325,0.0,0.8,0,-0.325,13
0.35,0.0,0.801,0,-0.35,14
0.375,0.0,0.802,0,0.125,15
0.425,0.0,0.803,0,-0.425,17
0.45,0.0,0.804,0,-0.45,18
0.45,0.0,0.805,0,-0.45,18
0.475,0.0,0.806,0,0.525,19
0.475,0.0,0.807,0,-0.475,19
0.475,0.33333334,0.808,1,-0.475,19
0.425,0.0,0.809,0,0.07500000000000001,17
0.4,1.0,0.81,3,0.09999999999999998,16
0.375,0.6666667,0.811,2,-0.375,15
0.425,0.0,0.812,0,-0.425,17
0.35,1.0,0.813,3,-0.35,14
0.3,0.6666667,0.814,2,-0.3,12
0.3,0.0,0.815,0,-0.3,12
0.275,0.0,0.816,0,-0.275,11
0.175,0.0,0.817,0,-0.175,7
0.125,0.0,0.818,0,-0.125,5
0.1,1.0,0.819,3,-0.1,4
0.05,1.0,0.82,3,0.95,2
0.025,0.6666667,0.821,2,-0.025,1
0.025,0.33333334,0.822,1,-0.025,1
0.025,0.6666667,0.823,2,-0.025,1
0.025,0.6666667,0.824,2,-0.025,1
0.075,0.0,0.825,0,0.925,3
0.075,0.0,0.826,0,-0.075,3
0.125,1.0,0.827,3,-0.125,5
0.125,0.33333334,0.828,1,-0.125,5
0.125,1.0,0.829,3,-0.125,5
0.05,0.33333334,0.83,1,-0.05,2
0.125,0.0,0.831,0,0.375,5
0.15,0.0,0.832,0,0.35,6
0.125,1.0,0.833,3,-0.125,5
0.15,0.6666667,0.834,2,0.35,6
0.175,0.6666667,0.835,2,-0.175,7
0.125,0.33333334,0.836,1,-0.125,5
0.075,0.0,0.837,0,0.425,3
0.1,0.33333334,0.838,1,0.4,4
0.05,1.0,0.839,3,-0.05,2
0.025,0.0,0.84,0,0.475,1
0.075,0.0,0.841,0,-0.075,3
0.125,1.0,0.842,3,-0.125,5
0.075,1.0,0.843,3,-0.075,3
0.075,0.0,0.844,0,-0.075,3
0.1,0.33333334,0.845,1,0.9,4
0.125,0.33333334,0.846,1,-0.125,5
0.0,1.0,0.847,3,0.0,0
0.0,0.33333334,0.848,1,0.0,0
0.025,0.33333334,0.849,1,-0.025,1
0.0,0.0,0.85,0,0.0,0
0.0,0.6666667,0.851,2,0.5,0
0.0,0.33333334,0.852,1,0.0,0
0.05,0.6666667,0.853,2,-0.05,2
0.075,0.6666667,0.854,2,0.425,3
0.15,0.33333334,0.855,1,0.35,6
0.125,0.6666667,0.856,2,-0.125,5
0.15,1.0,0.857,3,0.85,6
0.175,0.0,0.858,0,-0.175,7
0.2,0.0,0.859,0,-0.2,8
0.15,0.33333334,0.86,1,-0.15,6
0.15,0.0,0.861,0,0.85,6
0.175,0.0,0.862,0,-0.175,7
0.15,0.33333334,0.863,1,-0.15,6
0.2,0.6666667,0.864,2,-0.2,8
0.2,0.0,0.865,0,0.3,8
0.225,0.33333334,0.866,1,-0.225,9
0.25,0.0,0.867,0,-0.25,10
0.25,0.0,0.868,0,-0.25,10
0.35,1.0,0.869,3,0.15000000000000002,14
0.25,0.33333334,0.87,1,-0.25,10
0.25,0.6666667,0.871,2,0.25,10
0.275,0.0,0.872,0,-0.275,11
0.175,0.33333334,0.873,1,0.325,7
0.125,0.0,0.874,0,-0.125,5
0.125,0.0,0.875,0,0.375,5
0.15,0.0,0.876,0,-0.15,6
0.1,0.6666667,0.877,2,-0.1,4
0.1,0.6666667,0.878,2,-0.1,4
0.15,0.33333334,0.879,1,-0.15,6
0.175,0.33333334,0.88,1,-0.175,7
0.2,0.6666667,0.881,2,0.8,8
0.275,0.6666667,0.882,2,-0.275,11
0.325,0.0,0.883,0,-0.325,13
0.35,0.33333334,0.884,1,-0.35,14
0.35,1.0,0.885,3,-0.35,14
0.325,1.0,0.886,3,-0.325,13
0.3,0.33333334,0.887,1,-0.3,12
0.275,1.0,0.888,3,-0.275,11
0.25,0.0,0.889,0,-0.25,10
0.175,0.33333334,0.89,1,-0.175,7
0.15,0.0,0.891,0,-0.15,6
0.1,0.6666667,0.892,2,0.4,4
0.075,0.6666667,0.893,2,-0.075,3
0.075,0.33333334,0.894,1,-0.075,3
0.075,0.6666667,0.895,2,0.425,3
0.125,0.6666667,0.896,2,-0.125,5
0.125,0.0,0.897,0,0.375,5
0.15,0.0,0.898,0,-0.15,6
0.15,0.33333334,0.899,1,0.35,6
0.25,0.6666667,0.9,2,0.25,10
0.3,0.33333334,0.901,1,-0.3,12
0.325,0.33333334,0.902,1,-0.325,13
0.3,1.0,0.903,3,-0.3,12
0.275,0.33333334,0.904,1,-0.275,11
0.275,0.0,0.905,0,-0.275,11
0.3,0.33333334,0.906,1,-0.3,12
0.2,0.6666667,0.907,2,-0.2,8
0.15,1.0,0.908,3,-0.15,6
0.1,1.0,0.909,3,0.4,4
0.05,0.6666667,0.91,2,-0.05,2
0.0,0.6666667,0.911,2,0.0,0
0.0,0.6666667,0.912,2,0.0,0
0.0,0.0,0.913,0,0.0,0
0.025,1.0,0.914,3,-0.025,1
0.075,0.33333334,0.915,1,0.925,3
0.075,1.0,0.916,3,-0.075,3
0.05,0.0,0.917,0,-0.05,2
0.125,0.33333334,0.918,1,-0.125,5
0.125,0.0,0.919,0,0.875,5
0.175,0.6666667,0.92,2,-0.175,7
0.2,0.6666667,0.921,2,-0.2,8
0.25,0.6666667,0.922,2,0.25,10
0.25,0.6666667,0.923,2,-0.25,10
0.25,0.6666667,0.924,2,0.25,10
0.275,1.0,0.925,3,-0.275,11
0.3,0.33333334,0.926,1,-0.3,12
0.3,0.6666667,0.927,2,-0.3,12
0.225,0.33333334,0.928,1,0.275,9
0.2,0.33333334,0.929,1,-0.2,8
0.15,0.33333334,0.93,1,0.35,6
0.125,0.6666667,0.931,2,-0.125,5
0.15,0.0,0.932,0,0.35,6
0.1,0.0,0.933,0,-0.1,4
0.1,1.0,0.934,3,-0.1,4
0.075,0.0,0.935,0,-0.075,3
0.125,0.6666667,0.936,2,-0.125,5
0.1,0.6666667,0.937,2,0.9,4
0.1,0.33333334,0.938,1,-0.1,4
0.05,1.0,0.939,3,-0.05,2
0.05,0.0,0.94,0,0.45,2
0.05,0.33333334,0.941,1,-0.05,2
0.05,0.33333334,0.942,1,-0.05,2
0.05,0.33333334,0.943,1,-0.05,2
0.075,0.33333334,0.944,1,-0.075,3
0.075,0.33333334,0.945,1,-0.075,3
0.1,0.0,0.946,0,0.4,4
0.1,0.33333334,0.947,1,-0.1,4
0.125,0.6666667,0.948,2,-0.125,5
0.175,0.33333334,0.949,1,0.325,7
0.225,0.6666667,0.95,2,-0.225,9
0.3,0.6666667,0.951,2,0.2,12
0.3,0.33333334,0.952,1,-0.3,12
0.325,0.33333334,0.953,1,0.175,13
0.325,0.6666667,0.954,2,0.175,13
0.35,0.0,0.955,0,-0.35,14
0.375,0.0,0.956,0,0.125,15
0.4,0.0,0.957,0,-0.4,16
0.4,0.0,0.958,0,-0.4,16
0.4,0.6666667,0.959,2,-0.4,16
0.4,0.0,0.96,0,-0.4,16
0.4,0.33333334,0.961,1,-0.4,16
0.45,0.33333334,0.962,1,-0.45,18
0.4,0.0,0.963,0,-0.4,16
0.425,0.0,0.964,0,0.07500000000000001,17
0.45,0.0,0.965,0,-0.45,18
0.475,1.0,0.966,3,-0.475,19
0.375,0.0,0.967,0,-0.375,15
0.325,1.0,0.968,3,-0.325,13
0.275,0.6666667,0.969,2,-0.275,11
0.2,1.0,0.97,3,-0.2,8
0.175,0.0,0.971,0,-0.175,7
0.15,0.33333334,0.972,1,-0.15,6
0.1,0.33333334,0.973,1,-0.1,4
0.075,0.33333334,0.974,1,-0.075,3
0.075,0.0,0.975,0,-0.075,3
0.125,0.0,0.976,0,-0.125,5
0.175,0.0,0.977,0,-0.175,7
0.225,0.0,0.978,0,0.775,9
0.2,0.0,0.979,0,-0.2,8
0.225,1.0,0.98,3,0.275,9
0.225,0.6666667,0.981,2,0.275,9
0.2,0.33333334,0.982,1,-0.2,8
0.2,0.6666667,0.983,2,0.3,8
0.15,0.0,0.984,0,0.35,6
0.125,0.6666667,0.985,2,-0.125,5
0.075,0.0,0.986,0,-0.075,3
0.075,0.0,0.987,0,0.425,3
0.1,0.0,0.988,0,-0.1,4
0.125,0.0,0.989,0,-0.125,5
0.15,0.33333334,0.99,1,-0.15,6
0.2,0.33333334,0.991,1,-0.2,8
0.3,0.0,0.992,0,0.7,12
0.3,0.33333334,0.993,1,-0.3,12
0.325,0.33333334,0.994,1,-0.325,13
0.325,0.33333334,0.995,1,-0.325,13
0.4,0.6666667,0.996,2,0.09999999999999998,16
0.35,1.0,0.997,3,-0.35,14
0.3,0.0,0.998,0,-0.3,12
0.325,0.6666667,0.999,2,-0.325,13
0.3,0.0,1.0,0,-0.3,12
0.0,0.33333334,0.001,1,0.0,0
0.1,0.33333334,0.002,1,-0.1,4
0.0,0.6666667,0.003,2,0.0,0
0.0,0.0,0.004,0,0.0,0
0.05,0.0,0.005,0,-0.05,2
0.05,0.0,0.006,0,-0.05,2
0.0,0.6666667,0.007,2,0.0,0
0.0,1.0,0.008,3,0.0,0
0.0,0.6666667,0.009,2,0.0,0
0.05,0.33333334,0.01,1,-0.05,2
0.0,0.0,0.011,0,0.0,0
0.025,0.0,0.012,0,-0.025,1
0.025,0.33333334,0.013,1,-0.025,1
0.0,0.0,0.014,0,0.0,0
0.025,0.33333334,0.015,1,-0.025,1
0.05,0.33333334,0.016,1,-0.05,2
0.1,0.0,0.017,0,-0.1,4
0.075,1.0,0.018,3,-0.075,3
0.05,1.0,0.019,3,-0.05,2
0.05,1.0,0.02,3,-0.05,2
0.05,0.0,0.021,0,-0.05,2
0.05,0.6666667,0.022,2,-0.05,2
0.0,0.0,0.023,0,0.0,0
0.1,0.33333334,0.024,1,0.4,4
0.075,0.33333334,0.025,1,0.425,3
0.075,0.33333334,0.026,1,-0.075,3
0.1,0.6666667,0.027,2,-0.1,4
0.05,0.0,0.028,0,0.95,2
0.075,0.33333334,0.029,1,-0.075,3
0.075,0.6666667,0.03,2,-0.075,3
0.15,0.6666667,0.031,2,0.35,6
0.15,1.0,0.032,3,0.35,6
0.05,0.6666667,0.033,2,-0.05,2
0.025,0.6666667,0.034,2,-0.025,1
0.075,0.33333334,0.035,1,-0.075,3
0.025,0.6666667,0.036,2,-0.025,1
0.0,0.33333334,0.037,1,0.0,0
0.075,0.33333334,0.038,1,0.425,3
0.025,0.0,0.039,0,0.475,1
0.075,0.33333334,0.04,1,-0.075,3
0.1,0.0,0.041,0,-0.1,4
0.1,0.0,0.042,0,-0.1,4
0.175,0.33333334,0.043,1,-0.175,7
0.175,0.0,0.044,0,0.825,7
0.175,0.33333334,0.045,1,-0.175,7
0.2,0.0,0.046,0,-0.2,8
0.2,0.33333334,0.047,1,-0.2,8
0.25,0.33333334,0.048,1,-0.25,10
0.25,0.6666667,0.049,2,-0.25,10
0.2,0.6666667,0.05,2,-0.2,8
0.2,0.0,0.051,0,-0.2,8
0.25,0.6666667,0.052,2,-0.25,10
0.25,0.0,0.053,0,0.25,10
0.2,0.0,0.054,0,-0.2,8
0.25,0.6666667,0.055,2,0.25,10
0.25,0.6666667,0.056,2,-0.25,10
0.25,0.6666667,0.057,2,-0.25,10
0.25,1.0,0.058,3,0.25,10
0.2,1.0,0.059,3,0.3,8
0.2,0.33333334,0.06,1,-0.2,8
0.15,0.6666667,0.061,2,-0.15,6
0.15,0.0,0.062,0,-0.15,6
0.05,0.6666667,0.063,2,0.45,2
0.05,1.0,0.064,3,-0.05,2
0.025,0.0,0.065,0,0.475,1
0.025,0.33333334,0.066,1,-0.025,1
0.05,0.6666667,0.067,2,-0.05,2
0.0,1.0,0.068,3,0.0,0
0.0,0.33333334,0.069,1,0.0,0
0.0,0.0,0.07,0,0.5,0
0.0,0.0,0.071,0,0.5,0
0.0,0.6666667,0.072,2,0.0,0
0.0,0.0,0.073,0,0.0,0
0.125,0.6666667,0.074,2,-0.125,5
0.125,1.0,0.075,3,-0.125,5
0.1,1.0,0.076,3,0.9,4
0.075,1.0,0.077,3,-0.075,3
0.05,0.0,0.078,0,0.95,2
0.05,0.6666667,0.079,2,-0.05,2
0.075,0.6666667,0.08,2,-0.075,3
0.075,0.6666667,0.081,2,0.425,3
0.125,0.33333334,0.082,1,-0.125,5
0.05,0.6666667,0.083,2,0.45,2
0.1,0.6666667,0.084,2,-0.1,4
0.125,0.6666667,0.085,2,-0.125,5
0.15,0.6666667,0.086,2,-0.15,6
0.225,0.0,0.087,0,0.775,9
0.2,0.33333334,0.088,1,-0.2,8
0.25,0.0,0.089,0,-0.25,10
0.275,1.0,0.09,3,0.22499999999999998,11
0.225,0.0,0.091,0,-0.225,9
0.3,1.0,0.092,3,-0.3,12
0.2,0.6666667,0.093,2,-0.2,8
0.1,0.33333334,0.094,1,0.4,4
0.1,0.6666667,0.095,2,-0.1,4
0.175,1.0,0.096,3,-0.175,7
0.025,0.33333334,0.097,1,-0.025,1
0.0,1.0,0.098,3,0.0,0
0.025,0.6666667,0.099,2,0.475,1
0.0,1.0,0.1,3,0.0,0
0.0,1.0,0.101,3,0.5,0
0.0,0.6666667,0.102,2,0.0,0
0.0,1.0,0.103,3,0.0,0
0.075,0.0,0.104,0,0.425,3
0.15,0.6666667,0.105,2,0.35,6
0.1,0.33333334,0.106,1,-0.1,4
0.075,0.33333334,0.107,1,0.425,3
0.15,0.6666667,0.108,2,-0.15,6
0.175,1.0,0.109,3,0.325,7
0.175,1.0,0.11,3,0.325,7
0.125,0.6666667,0.111,2,0.375,5
0.15,0.6666667,0.112,2,-0.15,6
0.125,1.0,0.113,3,0.375,5
0.15,0.0,0.114,0,-0.15,6
0.1,0.0,0.115,0,-0.1,4
0.125,1.0,0.116,3,-0.125,5
0.15,0.33333334,0.117,1,0.35,6
0.225,0.6666667,0.118,2,-0.225,9
0.2,0.33333334,0.119,1,-0.2,8
0.2,0.33333334,0.12,1,0.3,8
0.225,0.0,0.121,0,-0.225,9
0.35,0.6666667,0.122,2,-0.35,14
0.275,0.33333334,0.123,1,0.22499999999999998,11
0.275,0.6666667,0.124,2,0.22499999999999998,11
0.35,0.0,0.125,0,-0.35,14
0.375,0.6666667,0.126,2,0.125,15
0.35,1.0,0.127,3,-0.35,14
0.325,0.6666667,0.128,2,0.175,13
0.275,0.6666667,0.129,2,-0.275,11
0.25,0.6666667,0.13,2,0.25,10
0.2,0.6666667,0.131,2,-0.2,8
0.15,0.33333334,0.132,1,-0.15,6
0.15,1.0,0.133,3,-0.15,6
0.075,0.33333334,0.134,1,-0.075,3
0.125,0.0,0.135,0,-0.125,5
0.125,0.33333334,0.136,1,-0.125,5
0.15,0.6666667,0.137,2,-0.15,6
0.175,1.0,0.138,3,-0.175,7
0.15,0.33333334,0.139,1,0.85,6
0.225,0.33333334,0.14,1,-0.225,9
0.175,1.0,0.141,3,0.325,7
0.125,0.6666667,0.142,2,0.375,5
0.125,0.0,0.143,0,-0.125,5
0.075,1.0,0.144,3,-0.075,3
0.075,0.6666667,0.145,2,0.425,3
0.1,0.33333334,0.146,1,-0.1,4
0.075,0.33333334,0.147,1,-0.075,3
0.1,1.0,0.148,3,-0.1,4
0.1,1.0,0.149,3,0.4,4
0.1,0.0,0.15,0,-0.1,4
0.05,0.0,0.151,0,0.45,2
0.1,0.0,0.152,0,-0.1,4
0.05,0.33333334,0.153,1,0.45,2
0.05,0.6666667,0.154,2,-0.05,2
0.075,0.6666667,0.155,2,0.425,3
0.1,0.33333334,0.156,1,-0.1,4
0.1,1.0,0.157,3,-0.1,4
0.1,0.0,0.158,0,-0.1,4
0.1,1.0,0.159,3,-0.1,4
0.075,0.33333334,0.16,1,0.425,3
0.1,0.6666667,0.161,2,0.4,4
0.025,0.0,0.162,0,-0.025,1
0.025,1.0,0.163,3,-0.025,1
0.05,0.6666667,0.164,2,0.45,2
0.05,1.0,0.165,3,-0.05,2
0.075,0.6666667,0.166,2,-0.075,3
0.075,1.0,0.167,3,-0.075,3
0.075,0.0,0.168,0,-0.075,3
0.05,1.0,0.169,3,-0.05,2
0.125,0.0,0.17,0,-0.125,5
0.1,0.0,0.171,0,0.9,4
0.075,1.0,0.172,3,-0.075,3
0.075,0.33333334,0.173,1,-0.075,3
0.05,0.6666667,0.174,2,0.95,2
0.075,1.0,0.175,3,-0.075,3
0.125,0.6666667,0.176,2,-0.125,5
0.2,0.0,0.177,0,-0.2,8
0.2,0.6666667,0.178,2,0.8,8
0.225,1.0,0.179,3,-0.225,9
0.225,0.33333334,0.18,1,0.275,9
0.125,0.0,0.181,0,-0.125,5
0.175,0.6666667,0.182,2,0.325,7
0.1,0.33333334,0.183,1,-0.1,4
0.1,1.0,0.184,3,-0.1,4
0.075,0.0,0.185,0,-0.075,3
0.1,0.33333334,0.186,1,0.4,4
0.05,0.33333334,0.187,1,-0.05,2
0.05,0.33333334,0.188,1,-0.05,2
0.075,0.0,0.189,0,-0.075,3
0.075,0.33333334,0.19,1,-0.075,3
0.15,0.6666667,0.191,2,0.35,6
0.15,0.6666667,0.192,2,0.35,6
0.175,0.0,0.193,0,-0.175,7
0.225,1.0,0.194,3,0.275,9
0.275,0.6666667,0.195,2,0.22499999999999998,11
0.3,0.0,0.196,0,-0.3,12
0.25,0.6666667,0.197,2,-0.25,10
0.25,0.6666667,0.198,2,-0.25,10
0.225,0.0,0.199,0,-0.225,9
0.15,0.6666667,0.2,2,0.35,6
0.15,1.0,0.201,3,0.35,6
0.075,0.0,0.202,0,-0.075,3
0.1,0.6666667,0.203,2,-0.1,4
0.15,0.0,0.204,0,-0.15,6
0.15,1.0,0.205,3,-0.15,6
0.15,0.33333334,0.206,1,0.35,6
0.15,0.0,0.207,0,0.35,6
0.2,0.0,0.208,0,-0.2,8
0.075,0.0,0.209,0,0.425,3
0.1,1.0,0.21,3,0.4,4
0.05,0.6666667,0.211,2,-0.05,2
0.125,0.6666667,0.212,2,-0.125,5
0.05,0.33333334,0.213,1,-0.05,2
0.0,0.33333334,0.214,1,0.0,0
0.0,1.0,0.215,3,0.0,0
0.05,1.0,0.216,3,-0.05,2
0.025,1.0,0.217,3,-0.025,1
0.025,1.0,0.218,3,0.975,1
0.0,0.0,0.219,0,0.0,0
0.025,0.6666667,0.22,2,-0.025,1
0.0,0.33333334,0.221,1,1.0,0
0.05,0.6666667,0.222,2,-0.05,2
0.025,0.6666667,0.223,2,-0.025,1
0.1,1.0,0.224,3,-0.1,4
0.05,1.0,0.225,3,0.45,2
0.075,0.6666667,0.226,2,0.425,3
0.075,1.0,0.227,3,-0.075,3
0.1,1.0,0.228,3,-0.1,4
0.125,0.6666667,0.229,2,-0.125,5
0.175,0.0,0.23,0,0.825,7
0.075,0.33333334,0.231,1,-0.075,3
0.1,0.33333334,0.232,1,-0.1,4
0.1,0.0,0.233,0,-0.1,4
0.125,0.33333334,0.234,1,0.375,5
0.175,0.0,0.235,0,-0.175,7
0.2,0.33333334,0.236,1,0.3,8
0.25,0.33333334,0.237,1,0.25,10
0.25,0.6666667,0.238,2,-0.25,10
0.275,0.6666667,0.239,2,-0.275,11
0.275,0.6666667,0.24,2,0.22499999999999998,11
0.35,0.6666667,0.241,2,-0.35,14
0.4,0.0,0.242,0,-0.4,16
0.4,0.0,0.243,0,0.6,16
0.4,1.0,0.244,3,0.09999999999999998,16
0.35,0.0,0.245,0,-0.35,14
0.35,0.0,0.246,0,-0.35,14
0.25,0.0,0.247,0,0.25,10
0.2,1.0,0.248,3,-0.2,8
0.15,0.0,0.249,0,-0.15,6
0.125,0.6666667,0.25,2,-0.125,5
0.05,0.0,0.251,0,-0.05,2
0.0,0.0,0.252,0,0.0,0
0.025,0.33333334,0.253,1,-0.025,1
0.025,0.6666667,0.254,2,-0.025,1
0.1,0.33333334,0.255,1,-0.1,4
0.125,0.6666667,0.256,2,0.875,5
0.175,0.6666667,0.257,2,-0.175,7
0.2,0.6666667,0.258,2,0.8,8
0.3,0.6666667,0.259,2,-0.3,12
0.3,0.6666667,0.26,2,-0.3,12
0.325,0.6666667,0.261,2,-0.325,13
0.375,1.0,0.262,3,0.125,15
0.325,0.33333334,0.263,1,-0.325,13
0.275,0.6666667,0.264,2,0.725,11
0.275,0.6666667,0.265,2,-0.275,11
0.225,0.6666667,0.266,2,-0.225,9
0.2,0.33333334,0.267,1,-0.2,8
0.175,0.0,0.268,0,-0.175,7
0.1,0.33333334,0.269,1,-0.1,4
0.15,0.0,0.27,0,-0.15,6
0.125,0.6666667,0.271,2,-0.125,5
0.2,0.6666667,0.272,2,-0.2,8
0.175,0.33333334,0.273,1,-0.175,7
0.2,1.0,0.274,3,0.8,8
0.225,0.0,0.275,0,-0.225,9
0.225,0.33333334,0.276,1,-0.225,9
