Queue length,Speed,Phase,Step,Action,Reward
0.025,1.9762185,1.0,0.475,3,-0.025
0.016666668,2.4884653,0.0,0.476,0,-0.016666668
0.008333334,3.2994468,1.0,0.477,3,-0.008333334
0.0,4.429052,0.33333334,0.478,1,-0.0
0.0,2.645608,0.6666667,0.479,2,-0.0
0.0,2.4757164,0.0,0.48,0,-0.0
0.041666668,1.1404543,0.6666667,0.481,2,-0.041666668
0.008333334,1.682844,1.0,0.482,3,-0.008333334
0.008333334,2.2987525,0.33333334,0.483,1,-0.008333334
0.008333334,3.0104554,0.6666667,0.484,2,-0.008333334
0.041666668,2.6721356,0.6666667,0.485,2,-0.041666668
0.025,3.5757046,0.6666667,0.486,2,-0.025
0.025,3.487368,0.0,0.487,0,-0.025
0.025,4.2321076,0.6666667,0.488,2,-0.025
0.025,4.665763,0.33333334,0.489,1,-0.025
0.025,4.614791,0.6666667,0.49,2,-0.025
0.025,4.531727,0.6666667,0.491,2,-0.025
0.033333335,3.8423402,0.6666667,0.492,2,-0.033333335
0.041666668,3.7156851,0.0,0.493,0,-0.041666668
0.05,3.712509,0.0,0.494,0,-0.05
0.05,3.2393878,0.6666667,0.495,2,-0.05
0.05,3.8106604,0.0,0.496,0,-0.05
0.05,4.2076693,0.6666667,0.497,2,-0.05
0.05,3.3816812,0.0,0.498,0,-0.05
0.033333335,3.849957,0.33333334,0.499,1,-0.033333335
