Queue length,Speed,Phase,Step,Action,Reward
0.0,4.648624,1.0,0.478,3,-0.0
0.0,5.60242,0.6666667,0.479,2,-0.0
0.0,6.78474,0.6666667,0.48,2,-0.0
0.033333335,4.038106,0.0,0.481,0,-0.033333335
0.0,5.0476637,0.0,0.482,0,-0.0
0.0,6.1593423,0.33333334,0.483,1,-0.0
0.0,5.0159636,0.0,0.484,0,-0.0
0.025,4.1447835,0.33333334,0.485,1,-0.025
0.0,5.271919,1.0,0.486,3,-0.0
0.0,5.5887694,1.0,0.487,3,-0.0
0.0,6.827251,0.6666667,0.488,2,-0.0
0.0,7.3692126,0.6666667,0.489,2,-0.0
0.0,7.7871995,1.0,0.49,3,-0.0
0.008333334,6.7964234,0.33333334,0.491,1,-0.008333334
0.008333334,6.737334,0.33333334,0.492,1,-0.008333334
0.016666668,6.304204,0.33333334,0.493,1,-0.016666668
0.016666668,5.8509493,0.33333334,0.494,1,-0.016666668
0.008333334,5.3845267,1.0,0.495,3,-0.008333334
0.016666668,4.5896835,1.0,0.496,3,-0.016666668
0.008333334,4.4452887,0.0,0.497,0,-0.008333334
0.016666668,0.93754655,0.0,0.498,0,-0.016666668
0.025,1.1618509,1.0,0.499,3,-0.025
0.025,1.5197067,0.33333334,0.5,1,-0.025
0.008333334,2.3249028,0.6666667,0.501,2,-0.008333334
0.008333334,2.9329903,0.6666667,0.502,2,-0.008333334
0.008333334,3.4529216,0.6666667,0.503,2,-0.008333334
